64
0101,0101,0101
0101,0101,0111
0101,0101,1101
0101,0101,1111
0101,0111,0101
0101,0111,0111
0101,0111,1101
0101,0111,1111
0101,1101,0101
0101,1101,0111
0101,1101,1101
0101,1101,1111
0101,1111,0101
0101,1111,0111
0101,1111,1101
0101,1111,1111
0111,0101,0101
0111,0101,0111
0111,0101,1101
0111,0101,1111
0111,0111,0101
0111,0111,0111
0111,0111,1101
0111,0111,1111
0111,1101,0101
0111,1101,0111
0111,1101,1101
0111,1101,1111
0111,1111,0101
0111,1111,0111
0111,1111,1101
0111,1111,1111
1101,0101,0101
1101,0101,0111
1101,0101,1101
1101,0101,1111
1101,0111,0101
1101,0111,0111
1101,0111,1101
1101,0111,1111
1101,1101,0101
1101,1101,0111
1101,1101,1101
1101,1101,1111
1101,1111,0101
1101,1111,0111
1101,1111,1101
1101,1111,1111
1111,0101,0101
1111,0101,0111
1111,0101,1101
1111,0101,1111
1111,0111,0101
1111,0111,0111
1111,0111,1101
1111,0111,1111
1111,1101,0101
1111,1101,0111
1111,1101,1101
1111,1101,1111
1111,1111,0101
1111,1111,0111
1111,1111,1101
1111,1111,1111
