1728
0000,0000,0000
0000,0000,0001
0000,0000,0010
0000,0000,0011
0000,0000,0100
0000,0000,0101
0000,0000,1000
0000,0000,1001
0000,0000,1010
0000,0000,1011
0000,0000,1100
0000,0000,1101
0000,0001,0000
0000,0001,0001
0000,0001,0010
0000,0001,0011
0000,0001,0100
0000,0001,0101
0000,0001,1000
0000,0001,1001
0000,0001,1010
0000,0001,1011
0000,0001,1100
0000,0001,1101
0000,0010,0000
0000,0010,0001
0000,0010,0010
0000,0010,0011
0000,0010,0100
0000,0010,0101
0000,0010,1000
0000,0010,1001
0000,0010,1010
0000,0010,1011
0000,0010,1100
0000,0010,1101
0000,0011,0000
0000,0011,0001
0000,0011,0010
0000,0011,0011
0000,0011,0100
0000,0011,0101
0000,0011,1000
0000,0011,1001
0000,0011,1010
0000,0011,1011
0000,0011,1100
0000,0011,1101
0000,0100,0000
0000,0100,0001
0000,0100,0010
0000,0100,0011
0000,0100,0100
0000,0100,0101
0000,0100,1000
0000,0100,1001
0000,0100,1010
0000,0100,1011
0000,0100,1100
0000,0100,1101
0000,0101,0000
0000,0101,0001
0000,0101,0010
0000,0101,0011
0000,0101,0100
0000,0101,0101
0000,0101,1000
0000,0101,1001
0000,0101,1010
0000,0101,1011
0000,0101,1100
0000,0101,1101
0000,1000,0000
0000,1000,0001
0000,1000,0010
0000,1000,0011
0000,1000,0100
0000,1000,0101
0000,1000,1000
0000,1000,1001
0000,1000,1010
0000,1000,1011
0000,1000,1100
0000,1000,1101
0000,1001,0000
0000,1001,0001
0000,1001,0010
0000,1001,0011
0000,1001,0100
0000,1001,0101
0000,1001,1000
0000,1001,1001
0000,1001,1010
0000,1001,1011
0000,1001,1100
0000,1001,1101
0000,1010,0000
0000,1010,0001
0000,1010,0010
0000,1010,0011
0000,1010,0100
0000,1010,0101
0000,1010,1000
0000,1010,1001
0000,1010,1010
0000,1010,1011
0000,1010,1100
0000,1010,1101
0000,1011,0000
0000,1011,0001
0000,1011,0010
0000,1011,0011
0000,1011,0100
0000,1011,0101
0000,1011,1000
0000,1011,1001
0000,1011,1010
0000,1011,1011
0000,1011,1100
0000,1011,1101
0000,1100,0000
0000,1100,0001
0000,1100,0010
0000,1100,0011
0000,1100,0100
0000,1100,0101
0000,1100,1000
0000,1100,1001
0000,1100,1010
0000,1100,1011
0000,1100,1100
0000,1100,1101
0000,1101,0000
0000,1101,0001
0000,1101,0010
0000,1101,0011
0000,1101,0100
0000,1101,0101
0000,1101,1000
0000,1101,1001
0000,1101,1010
0000,1101,1011
0000,1101,1100
0000,1101,1101
0001,0000,0000
0001,0000,0001
0001,0000,0010
0001,0000,0011
0001,0000,0100
0001,0000,0101
0001,0000,1000
0001,0000,1001
0001,0000,1010
0001,0000,1011
0001,0000,1100
0001,0000,1101
0001,0001,0000
0001,0001,0001
0001,0001,0010
0001,0001,0011
0001,0001,0100
0001,0001,0101
0001,0001,1000
0001,0001,1001
0001,0001,1010
0001,0001,1011
0001,0001,1100
0001,0001,1101
0001,0010,0000
0001,0010,0001
0001,0010,0010
0001,0010,0011
0001,0010,0100
0001,0010,0101
0001,0010,1000
0001,0010,1001
0001,0010,1010
0001,0010,1011
0001,0010,1100
0001,0010,1101
0001,0011,0000
0001,0011,0001
0001,0011,0010
0001,0011,0011
0001,0011,0100
0001,0011,0101
0001,0011,1000
0001,0011,1001
0001,0011,1010
0001,0011,1011
0001,0011,1100
0001,0011,1101
0001,0100,0000
0001,0100,0001
0001,0100,0010
0001,0100,0011
0001,0100,0100
0001,0100,0101
0001,0100,1000
0001,0100,1001
0001,0100,1010
0001,0100,1011
0001,0100,1100
0001,0100,1101
0001,0101,0000
0001,0101,0001
